"","City","Positive","Negative"
"27341","Middle Point",17,16
"27342","Cardington",37,12
"27343","Waterville",30,11
"27344","Mount Gilead",18,8
"27345","Yorkville",36,7
"27346","Mendon",23,7
"27347","Murdock",26,12
"27348","Edgewood",19,8
"27349","Germano",17,12
"27350","Grafton",16,15
"27351","Tuscarawas",32,11
"27352","Drexel",42,3
"27353","Maineville",0,0
"27354","Alpha",21,13
"27355","Liberty Center",42,4
"27356","Heath",22,20
"27357","Lafayette",23,9
"27358","Morral",20,8
"27359","East Danville",17,13
"27360","Harrisville",28,7
"27361","Clarksville",31,5
"27362","Doylestown",6,35
"27363","Palestine",11,22
"27364","Bloomdale",1,0
"27365","Shawnee Hills",5,0
"27366","Mingo Junction",2,0
"27367","Morgantown",21,9
"27368","Bedford",36,8
"27369","Byhalia",42,3
"27370","Upper Sandusky",35,2
"27371","Dublin",20,8
"27372","Maximo",30,5
"27373","Antrim",22,12
"27374","Eaton",25,14
"27375","Navarre",23,14
"27376","Roaming Shores",4,2
"27377","Keene",26,11
"27378","Westlake",31,3
"27379","Clarington",23,14
"27380","Marion",24,3
"27381","Maple Ridge",3,44
"27382","Dalton",20,11
"27383","Huron",24,8
"27384","Rochester",25,13
"27385","Carroll",26,6
"27386","Upper Arlington",30,9
"27387","Sixteen Mile Stand",0,1
"27388","Valley City",25,6
"27389","Lime City",31,12
"27390","Oregon",24,16
"27391","Okeana",1,1
"27392","Jackson Center",35,12
"27393","Salineville",0,0
"27394","Bridgeport",28,10
"27395","Florida",27,13
"27396","Milford",25,21
"27397","Lake Seneca",37,6
"27398","Fulton",20,20
"27399","Gano",5,4
"27400","Silver Lake",31,12
"27401","Brookfield Center",19,0
"27402","New Bloomington",47,0
"27403","Sidney",22,14
"27404","Bellaire",41,5
"27405","Bay View",31,10
"27406","Clyde",18,13
"27407","Page Manor",20,17
"27408","New Carlisle",47,1
"27409","Edon",23,17
"27410","Bethel",29,6
"27411","Fort Loramie",35,8
"27412","Glandorf",32,3
"27413","East Rochester",25,18
"27414","Princeton",25,10
"27415","Hunting Valley",34,10
"27416","Brecon",43,4
"27417","Mayfield",31,16
"27418","Elmwood Place",22,3
"27419","Bailey Lake",30,4
"27420","Darrtown",0,0
"27421","Fairfax",24,12
"27422","Botkins",32,7
"27423","Pigeon Creek",5,5
"27424","Northbrook",35,8
"27425","Salem",26,17
"27426","Ballville",1,0
"27427","Uhrichsville",27,7
"27428","Pulaski",30,15
"27429","Harbor View",33,7
"27430","Kidron",36,5
"27431","Norwich",34,6
"27432","Bowersville",0,0
"27433","North Randall",24,20
"27434","Whites Landing",22,5
"27435","Port Jefferson",17,25
"27436","Pleasant Hills",33,5
"27437","Old Fort",24,20
"27438","Grand River",42,4
"27439","Cheviot",32,5
"27440","Ottoville",7,19
"27441","Glendale",27,13
"27442","Rayland",21,13
"27443","New Franklin",46,2
"27444","Piqua",32,10
"27445","Jerusalem",23,17
"27446","Chardon",32,3
"27447","Albany",29,12
"27448","Mount Sterling",24,1
"27449","Paulding",30,8
"27450","Bremen",28,10
"27451","North Industry",28,16
"27452","Mount Victory",30,10
"27453","Mowrystown",3,0
"27454","Castine",30,8
"27455","Otsego",16,7
"27456","Lithopolis",4,8
"27457","Stout",26,6
"27458","Catawba",30,13
"27459","Bannock",30,8
"27460","New Madison",47,1
"27461","Aid",38,4
"27462","Alexandria",22,23
"27463","Cincinnati",29,16
"27464","Clarksfield",4,0
"27465","Zanesfield",0,0
"27466","Hessville",5,0
"27467","Belmont",26,10
"27468","Andersonville",13,27
"27469","New Petersburg",46,2
"27470","Melrose",28,10
"27471","Beachwood",25,10
"27472","Perrysburg",33,13
"27473","Skyline Acres",1,7
"27474","Hide-A-Way Hills",0,2
"27475","Sylvania",38,6
"27476","Moscow",13,28
"27477","Taylors Creek",0,1
"27478","Mineral City",36,9
"27479","Lynchburg",31,7
"27480","Spargursville",1,0
"27481","Barton",27,13
"27482","Mariemont",11,26
"27483","Russia",17,28
"27484","Attica",21,10
"27485","Butlerville",3,1
"27486","Elizabethtown",33,4
"27487","Mutual",44,5
"27488","Midland",20,17
"27489","Urbana",32,3
"27490","Munroe Falls",17,28
"27491","Minster",34,8
"27492","Sandyville",3,1
"27493","Gallipolis",28,7
"27494","Hilltop",26,13
"27495","Racine",23,10
"27496","Coshocton",34,6
"27497","Findlay",33,11
"27498","Gerald",18,21
"27499","Bryan",21,11
"27500","West Carrollton",17,14
"27501","West Milton",28,13
"27502","Franklin",18,17
"27503","Perrysville",20,12
"27504","Thurman",25,13
"27505","Ludlow Falls",1,0
"27506","Dodsonville",1,0
"27507","Lawrenceville",15,13
"27508","Crooksville",27,11
"27509","Pitsburg",10,5
"27510","Helena",23,12
"27511","Dexter City",31,8
"27512","Devola",20,18
"27513","Quaker City",20,7
"27514","Hubbard",15,11
"27515","Belle Center",36,11
"27516","Eldorado",30,5
"27517","Garrettsville",17,1
"27518","Hunterdon",42,3
"27519","Versailles",20,14
"27520","Malaga",24,7
"27521","Jeromesville",2,1
"27522","Eaton Estates",0,0
"27523","Elm Grove",30,13
"27524","Mulberry",32,7
"27525","New Middletown",12,37
"27526","West Liberty",26,20
"27527","Hicksville",26,11
"27528","Derby",25,17
"27529","Proctorville",25,9
"27530","Malta",28,10
"27531","Pierpont",23,20
"27532","Parma Heights",29,11
"27533","Scott",29,7
"27534","Warsaw",28,15
"27535","Holmesville",2,1
"27536","Brewster",40,6
"27537","Bolivar",23,19
"27538","Sabina",32,5
"27539","New Washington",34,13
"27540","Payne",30,14
"27541","Dry Run",36,5
"27542","Holland",26,7
"27543","North Bend",39,7
"27544","Salem Heights",6,6
"27545","Sycamore Valley",12,2
"27546","Shadyside",21,15
"27547","East Cleveland",20,12
"27548","Minford",9,31
"27549","Kimball",24,9
"27550","Dennison",37,7
"27551","Somerdale",16,1
"27552","Lakeview",30,14
"27553","Winchester",20,17
"27554","Howard",34,7
"27555","Bartles",21,17
"27556","Thornville",20,17
"27557","Farmer",21,14
"27558","East Palestine",22,18
"27559","Somerset",20,10
"27560","Jenera",1,0
"27561","Scio",30,5
"27562","Rock Creek",18,12
"27563","Sugar Bush Knolls",2,0
"27564","West Salem",13,27
"27565","Tiltonsville",7,2
"27566","Dupont",27,11
"27567","Windham",31,7
"27568","Green",19,16
"27569","Adamsville",19,13
"27570","Nevada",30,15
"27571","Grandview",42,4
"27572","Arcanum",30,10
"27573","West View",21,4
"27574","Strasburg",24,16
"27575","Arabia",43,4
"27576","Gnadenhutten",2,1
"27577","Greenwich",28,7
"27578","Crystal Rock",34,10
"27579","Magnolia",26,14
"27580","Millersport",23,10
"27581","New Philadelphia",40,8
"27582","Branch Hill",25,13
"27583","Hartville",26,13
"27584","Port William",43,0
"27585","Millbury",25,16
"27586","Crestline",29,11
"27587","Glencoe",28,6
"27588","Ridgeway",26,10
"27589","Gratiot",25,14
"27590","Camp Dennison",1,7
"27591","Commercial Point",29,8
"27592","Lordstown",7,36
"27593","South Vienna",23,7
"27594","Coldwater",21,8
"27595","Whitehouse",25,20
"27596","Pioneer",40,7
"27597","Utica",38,3
"27598","North Kingsville",4,0
"27599","Lincoln Heights",27,5
"27600","Clayton",8,0
"27601","Edgerton",29,9
"27602","Locust Corner",7,12
"27603","Chesterhill",2,0
"27604","Stafford",19,11
"27605","Otway",31,10
"27606","Philo",5,8
"27607","Nelsonville",22,8
"27608","Blue Rock",18,17
"27609","Summerfield",28,5
"27610","Pataskala",34,5
"27611","Orwell",22,16
"27612","Vickery",28,15
"27613","Negley",27,11
"27614","Chickasaw",30,8
"27615","Elmore",29,8
"27616","Pleasant Run Farm",1,0
"27617","Wilson",23,8
"27618","Bexley",33,5
"27619","Holiday City",41,7
"27620","Buckland",31,16
"27621","Bluffton",20,8
"27622","Dry Ridge",23,14
"27623","Maplewood",35,6
"27624","Elyria",31,6
"27625","Lewis Center",44,4
"27626","Toboso",31,9
"27627","Fairfield Beach",13,13
"27628","North Creek",30,13
"27629","Warrensville Heights",24,7
"27630","Ashley",23,13
"27631","Columbus Grove",24,1
"27632","Lorain",31,11
"27633","Shinrock",9,0
"27634","Woodworth",30,8
"27635","Montpelier",22,9
"27636","Copley",28,10
"27637","Zoar",23,18
"27638","Martins Ferry",30,4
"27639","Zaleski",20,15
"27640","Octa",29,6
"27641","Tontogany",3,0
"27642","Elkton",29,7
"27643","North Royalton",35,6
"27644","Miami Heights",18,23
"27645","Willard",24,15
"27646","Waynesburg",34,13
"27647","Chesterville",38,7
"27648","Tallmadge",39,4
"27649","Adelphi",18,18
"27650","Bellbrook",18,18
"27651","McConnelsville",16,0
"27652","Montville",26,13
"27653","Wooster",35,4
"27654","Laurelville",8,8
"27655","Iberia",29,11
"27656","Neptune",29,9
"27657","Allensville",1,2
"27658","Rarden",3,3
"27659","Buffalo",12,23
"27660","Pleasant City",43,6
"27661","Yankee Lake",5,4
"27662","Sulphur Springs",35,3
"27663","Pleasantville",17,7
"27664","Rocky River",27,12
"27665","Massieville",1,1
"27666","Wadsworth",21,24
"27667","Minerva Park",5,5
"27668","Bethesda",26,5
"27669","Highland Heights",30,4
"27670","Van Wert",30,10
"27671","Avon Lake",29,8
"27672","Boardman",34,4
"27673","La Croft",3,8
"27674","McKinley Heights",8,1
"27675","Summerside",20,25
"27676","Xenia",28,10
"27677","West Manchester",33,10
"27678","New Waterford",35,10
"27679","Flat Rock",20,24
"27680","Mentor-on-the-Lake",7,0
"27681","Rosemount",21,16
"27682","Auburn",24,4
"27683","McDermott",22,14
"27684","Fletcher",29,7
"27685","Burton",19,22
"27686","Lima",22,10
"27687","Brimfield",23,9
"27688","New Boston",40,6
"27689","Leetonia",12,16
"27690","Westminster",22,20
"27691","Neffs",14,25
"27692","Patterson",20,13
"27693","New Concord",40,7
"27694","Riverlea",39,6
"27695","Decatur",36,10
"27696","Middlefield",19,9
"27697","Powhatan Point",0,1
"27698","Groveport",31,7
"27699","Pleasant Plain",13,5
"27700","Union City",27,16
"27701","Oakshade",0,27
"27702","Wellsville",14,24
"27703","Carbon Hill",17,28
"27704","Miamitown",8,7
"27705","Claysville",11,4
"27706","Shawnee",27,7
"27707","Kenwood",24,9
"27708","New Athens",41,4
"27709","New Vienna",50,0
"27710","Greenhills",26,3
"27711","Independence",38,9
"27712","Glenwillow",0,1
"27713","Newtown",21,16
"27714","Woodsfield",2,0
"27715","Blue Ball",24,5
"27716","Byesville",34,1
"27717","Justus",25,14
"27718","New Lebanon",33,9
"27719","Newport",24,7
"27720","Fredericksburg",27,9
"27721","Camden",31,6
"27722","Beloit",37,1
"27723","Broadway",34,7
"27724","Big Plain",45,4
"27725","Sparta",26,8
"27726","Aurora",21,12
"27727","Cadiz",19,12
"27728","Rockford",24,6
"27729","Croton",16,27
"27730","Spencerville",23,3
"27731","Withamsville",4,0
"27732","Kimbolton",35,3
"27733","Meeker",24,15
"27734","Newton Falls",10,37
"27735","Portsmouth",21,14
"27736","Haydenville",2,0
"27737","Sugar Grove",36,2
"27738","Bentonville",32,3
"27739","South Bloomfield",23,25
"27740","Beaver",26,11
"27741","Blue Jay",28,4
"27742","Brice",24,9
"27743","Somerton",21,16
"27744","Tiffin",39,8
"27745","Custar",20,13
"27746","Mansfield",32,9
"27747","Springdale",36,3
"27748","Germantown",34,2
"27749","Toronto",19,20
"27750","Casstown",0,0
"27751","Montezuma",26,15
"27752","Wellington",34,7
"27753","Dent",11,22
"27754","Bethany",45,2
"27755","Stratton",16,8
"27756","Howland Center",7,2
"27757","Layhigh",1,0
"27758","Bladensburg",34,5
"27759","Somerville",26,13
"27760","Stockdale",29,8
"27761","Gypsum",26,5
"27762","Rudolph",32,14
"27763","Tiro",22,18
"27764","West Alexandria",26,4
"27765","Dunkirk",27,12
"27766","Valley Hi",24,11
"27767","Huntsville",27,5
"27768","Van Buren",24,5
"27769","Olive Branch",34,10
"27770","Masury",2,1
"27771","Uniontown",23,12
"27772","Owensville",19,15
"27773","Mitiwanga",1,0
"27774","New Weston",43,4
"27775","Luckey",26,9
"27776","Huber Heights",28,11
"27777","Barnhill",29,10
"27778","North Eaton",13,11
"27779","South Solon",0,3
"27780","Farmersville",39,1
"27781","Seaman",31,8
"27782","Yorkshire",34,4
"27783","Saint Marys",46,2
"27784","Rutland",27,13
"27785","Sherrodsville",1,0
"27786","Dellroy",4,2
"27787","Bellevue",38,6
"27788","Richwood",37,1
"27789","Fruitdale",7,8
"27790","Dorset",30,5
"27791","Lincoln Village",34,3
"27792","Sardis",35,5
"27793","Dillonvale",4,0
"27794","New California",40,6
"27795","Burkettsville",1,0
"27796","Maumee",31,10
"27797","New Alexandria",42,7
"27798","Jasper",25,9
"27799","Green Springs",22,16
"27800","Apple Creek",23,22
"27801","Mason",28,8
"27802","Marble Cliff",4,1
"27803","Cleves",19,8
"27804","Rawson",37,8
"27805","Lake Darby",4,1
"27806","Big Prairie",39,7
"27807","Solon",24,16
"27808","Green Meadows",21,3
"27809","Belpre",34,3
"27810","Cheshire",29,8
"27811","Maud",32,7
"27812","Saint Bernard",36,5
"27813","Brownsville",24,14
"27814","Rushville",34,4
"27815","Bloomville",1,2
"27816","Brookville",18,19
"27817","Greenville",39,3
"27818","Woodstock",27,10
"27819","Marseilles",33,12
"27820","Hamersville",0,0
"27821","Creola",11,19
"27822","Seven Mile",37,4
"27823","Fairview Park",27,5
"27824","Brady Lake",19,2
"27825","Dayton",28,0
"27826","Mount Repose",1,0
"27827","Five Points",18,4
"27828","Senecaville",2,1
"27829","Etna",19,14
"27830","Rocky Hill",24,14
"27831","Chilo",21,16
"27832","Bradford",22,13
"27833","Waldo",22,17
"27834","Pottery Addition",50,0
"27835","Irondale",29,3
"27836","Berlin Heights",2,0
"27837","Highland",15,30
"27838","Berkey",26,13
"27839","Mack",22,14
"27840","Gettysburg",24,14
"27841","Hebron",32,11
"27842","Beechwood Trails",0,0
"27843","West Elkton",1,1
"27844","Stony Ridge",16,3
"27845","Lore City",17,18
"27846","Portage",32,13
"27847","Rockbridge",21,19
"27848","Vermilion",17,10
"27849","Cortland",37,2
"27850","Northridge",11,9
"27851","Geneva",24,14
"27852","Whitehall",16,24
"27853","Landen",23,18
"27854","Choctaw Lake",1,1
"27855","Jacksonville",22,12
"27856","Bettsville",0,0
"27857","Delhi Hills",16,13
"27858","Lewisburg",28,7
"27859","Baltimore",21,15
"27860","Stewart",25,12
"27861","Prospect",44,2
"27862","Girard",35,2
"27863","West Unity",39,8
"27864","Roswell",27,3
"27865","Willoughby Hills",24,7
"27866","Christiansburg",36,7
"27867","Stansbury park",26,4
"27868","South Ogden",24,8
"27869","Hildale",19,1
"27870","Central Valley",35,8
"27871","Columbia",24,6
"27872","Minersville",22,1
"27873","Fremont",26,9
"27874","Harrisville",28,8
"27875","North Salt Lake",30,0
"27876","Spanish Fork",33,7
"27877","Iron Springs",27,9
"27878","Orem",15,11
"27879","Penrose",32,8
"27880","West Valley City",25,10
"27881","Goshen",34,5
"27882","Caineville",0,1
"27883","Enoch",22,10
"27884","Bothwell",8,5
"27885","Paradise",37,10
"27886","Teasdale",26,10
"27887","Tropic",15,17
"27888","Bridgeland",38,6
"27889","LaVerkin",3,3
"27890","Cedar Hills",33,8
"27891","Clear Creek",28,8
"27892","Magna",30,15
"27893","Hooper",21,12
"27894","Francis",28,15
"27895","Sugarville",0,2
"27896","Bluffdale",13,16
"27897","Kanarraville",19,2
"27898","Bountiful",48,1
"27899","Gold Hill",41,7
"27900","Mexican Hat",32,14
"27901","Big Water",37,11
"27902","Greenwich",32,7
"27903","Emory",36,9
"27904","Mount Pleasant",44,6
"27905","Saratoga Springs",35,4
"27906","Richmond",24,9
"27907","Providence",23,25
"27908","Laketown",20,18
"27909","Manila",27,9
"27910","Wales",37,10
"27911","Clawson",32,5
"27912","Vernon",27,10
"27913","Genola",5,0
"27914","Birdseye",31,4
"27915","Hyrum",17,20
"27916","West Bountiful",44,2
"27917","New Harmony",49,1
"27918","Cedar Fort",31,12
"27919","Hiawatha",40,3
"27920","Wallsburg",1,0
"27921","La Sal",16,14
"27922","Hinckley",29,12
"27923","Pine Valley",29,3
"27924","Snyderville",1,0
"27925","Lund",28,12
"27926","Centerville",29,5
"27927","Marysvale",2,0
"27928","Oak City",27,5
"27929","Hurricane",5,42
"27930","West Jordan",25,14
"27931","North Ogden",33,13
"27932","Ivins",43,4
"27933","Tooele",31,9
"27934","Interlaken",32,3
"27935","Oasis",37,7
"27936","Holladay",24,6
"27937","Burmester",17,11
"27938","Toquerville",7,8
"27939","Riverton",29,13
"27940","Emery",28,10
"27941","Peoa",1,1
"27942","Vernal",31,12
"27943","Erda",29,8
"27944","Wendover",22,15
"27945","Devils Slide",2,27
"27946","Midvale",34,6
"27947","Pintura",17,4
"27948","Kenilworth",38,4
"27949","Monroe",13,18
"27950","Rush Valley",8,36
"27951","Sigurd",32,11
"27952","Lyman",38,5
"27953","Apple Valley",18,2
"27954","Scofield",16,10
"27955","Bennion",29,9
"27956","Smithfield",17,7
"27957","American Fork",24,20
"27958","Benjamin",15,7
"27959","Spring Glen",42,5
"27960","Kearns",24,12
"27961","Westwater",28,6
"27962","Monticello",31,5
"27963","Cove",22,16
"27964","Avon",32,5
"27965","Soldier Summit",43,2
"27966","Bluebell",30,7
"27967","Grantsville",32,8
"27968","Eureka",18,21
"27969","Green River",29,19
"27970","Montezuma Creek",3,0
"27971","Fairfield",39,2
"27972","Spring City",38,5
"27973","Newton",36,8
"27974","Moroni",21,10
"27975","Thompson Springs",16,4
"27976","Fruitland",17,19
"27977","Sunnyside",28,11
"27978","Talmage",22,8
"27979","Mills",25,12
"27980","Liberty",33,13
"27981","Hyde Park",21,19
"27982","Joseph",27,18
"27983","Hatch",11,29
"27984","Halchita",5,2
"27985","Scipio",23,9
"27986","Elk Ridge",39,2
"27987","Junction",25,5
"27988","Gandy",12,19
"27989","Manti",25,9
"27990","Salt Lake City",27,9
"27991","Alpine",29,1
"27992","Corinne",19,15
"27993","Callao",20,11
"27994","Fielding",17,28
"27995","Trout Creek",21,20
"27996","Fountain Green",26,9
"27997","Clinton",18,29
"27998","Helper",45,4
"27999","Orangeville",34,6
"28000","Layton",28,7
"28001","Huntington",22,13
"28002","Howell",43,6
"28003","Summit Park",23,18
"28004","Glendale",30,13
"28005","Spanish Valley",32,13
"28006","Fayette",39,5
"28007","Springville",30,6
"28008","Delta",28,9
"28009","Wolf Creek",19,25
"28010","Maeser",24,5
"28011","Myton",30,3
"28012","Rockville",34,5
"28013","Ophir",35,3
"28014","Bryce Canyon City",5,1
"28015","Roosevelt",41,6
"28016","Etna",19,13
"28017","Summit",32,11
"28018","Sunset",43,6
"28019","Escalante",39,4
"28020","Enterprise",31,7
"28021","Charleston",27,10
"28022","West Haven",39,9
"28023","Sutherland",30,10
"28024","Uintah",14,19
"28025","Kamas",26,10
"28026","Farmington",48,0
"28027","Clear Lake",41,3
"28028","Beryl",50,0
"28029","Mendon",23,7
"28030","Ephraim",20,17
"28031","Naples",26,7
"28032","Lucin",26,16
"28033","Alton",34,6
"28034","Price",20,19
"28035","White City",36,13
"28036","Sandy City",24,9
"28037","Kanosh",4,2
"28038","Lynn",18,17
"28039","Ogden",28,7
"28040","Abraham",23,22
"28041","Trenton",21,11
"28042","Saint George",36,11
"28043","Lakeside",30,9
"28044","Kingston",26,9
"28045","Castle Dale",10,5
"28046","Glenwood",21,12
"28047","Cottonwood",30,12
"28048","Lapoint",20,14
"28049","Clearfield",28,17
"28050","Millcreek",33,6
"28051","Parowan",13,2
"28052","Union",25,14
"28053","Sevier",31,15
"28054","Hoytsville",10,1
"28055","Panguitch",9,0
"28056","Gunnison",35,3
"28057","Independence",33,13
"28058","Cornish",23,13
"28059","Highland",20,17
"28060","Redmond",27,11
"28061","Washington Terrace",23,8
"28062","Deweyville",13,32
"28063","Millville",19,13
"28064","Kaysville",32,9
"28065","Midway",24,12
"28066","Eagle Mountain",35,10
"28067","Cottonwood Heights",16,16
"28068","Moore",27,9
"28069","Washington",17,15
"28070","Marion",29,4
"28071","Leamington",32,8
"28072","Indianola",21,5
"28073","Moab",17,8
"28074","Vineyard",30,7
"28075","Henefer",4,1
"28076","Lake Shore",31,3
"28077","Nibley",28,9
"28078","River Heights",29,4
"28079","Woodside",35,7
"28080","Taylorsville",19,5
"28081","Jensen",23,19
"28082","Aurora",18,13
"28083","Lehi",23,11
"28084","Cedar City",32,5
"28085","Leeds",29,5
"28086","Brigham City",25,1
"28087","Paragonah",1,0
"28088","Bear River City",1,5
"28089","Sterling",25,7
"28090","Dutch John",24,10
"28091","Central",30,12
"28092","Circleville",43,3
"28093","Whiterocks",12,11
"28094","Mount Carmel",24,15
"28095","Meadow",37,7
